input,elevation
"43.150000, -73.840896",219
"43.094307, -73.500583",122
"43.332745, -74.006336",363
"43.712353, -73.605587",469
"43.476445, -73.255601",151
"43.329063, -73.405066",247
"43.354486, -73.553953",109
"43.606007, -73.533013",798
"43.738345, -74.367058",818
"43.565104, -73.972748",616
"43.489396, -73.621194",224
"43.424048, -73.712740",106
"43.345965, -73.789720",489
"44.008384, -74.609231",560
"43.449567, -73.298320",183
"43.102616, -73.981441",445
"43.841891, -74.034467",623
"43.935800, -74.167514",621
"43.657554, -74.064187",767
"44.027010, -73.758053",590
"43.665940, -74.142961",639
"43.819563, -73.890620",480
"43.908933, -73.675780",414
"43.171875, -73.920872",440
"43.755794, -73.842385",363
"43.746887, -73.417527",287
"43.685405, -73.910321",371
"43.060363, -73.931906",163
"43.727365, -74.305388",531
"43.214159, -73.347451",271
"43.073715, -73.740236",71
"43.830056, -73.761222",246
"43.088569, -73.612965",78
"43.874656, -73.734418",258
"43.117451, -73.311646",227
"43.690561, -73.549743",486
"43.415025, -74.027450",730
"43.836596, -73.552843",446
"43.088396, -73.591291",56
"43.523052, -73.806561",350
"43.683437, -73.939175",390
"43.536760, -73.365798",85
"44.704190, -73.471392",64
"44.680303, -73.445883",47
"44.845249, -73.619461",276
"44.521440, -73.460805",98
"44.480941, -73.772482",449
"44.430097, -74.002212",528
"44.927419, -74.602942",57
"44.834052, -74.515665",120
"44.927638, -74.178910",191
"44.700736, -73.676657",301
"44.964539, -73.447083",65
"44.882767, -74.066008",382
"44.888628, -73.441064",50
"44.286614, -74.702114",471
"44.960319, -73.939419",348
"44.480467, -73.581081",291
"44.950821, -74.329000",80
"44.207250, -74.809746",519
"43.963837, -73.583248",352
"44.720027, -73.719234",415
"44.720458, -74.543229",304
"44.214405, -73.608948",217
"44.890994, -73.845341",293
"44.875376, -73.873665",345
"44.844657, -73.796933",425
"44.285062, -73.401450",70
"44.960847, -74.478455",57
"44.432944, -74.160829",522
"44.347329, -73.702866",337
"44.232492, -73.826827",575
"44.122772, -73.883500",1398
"44.433105, -73.533248",474
"44.309091, -74.240440",590
"44.206554, -74.046061",755
"44.318369, -73.581246",376
"44.708320, -73.905660",711
"44.745352, -74.260037",446
"44.806650, -73.970421",622
"44.097612, -73.481333",395
"44.848324, -74.574605",105
"44.960295, -73.571184",68
"44.952351, -73.719912",193
"44.015756, -73.572348",466
"44.057111, -73.549539",347
"44.701391, -73.605439",187
"44.125919, -73.626721",394
"44.703456, -74.685289",212
"44.798893, -74.418686",264
"44.774921, -74.657566",136
"44.710897, -74.098150",617
"44.478136, -74.307514",502
"44.554081, -73.569296",175
"44.287677, -74.594706",450
"44.060141, -73.464831",140
"44.529091, -73.430536",46
"44.503733, -74.230251",574
"44.277015, -74.072971",618
"44.616360, -73.808710",368
"44.991657, -73.373374",37
"44.563851, -74.524079",547
"44.627099, -73.845851",431
"44.307529, -74.147022",537
"44.560709, -73.738967",351
"44.226011, -74.480931",468
"44.320841, -73.753460",499
"44.520103, -74.069774",535
"44.817751, -73.516729",94
"44.211345, -73.476221",172
"44.355266, -73.448055",249
"44.372798, -73.892043",1212
"44.077800, -73.576545",450
"42.816424, -76.074504",379
"42.922279, -76.558539",225
"42.934596, -76.574232",204
"42.744043, -76.652266",273
"43.166437, -76.364345",143
"43.305216, -75.945294",202
"43.225942, -76.151343",121
"43.152233, -75.962695",119
"43.045015, -76.309541",157
"43.081617, -75.766018",129
"43.188494, -76.562626",150
"42.956780, -76.707909",156
"42.940849, -75.830103",392
"43.309256, -76.166775",143
"43.067797, -75.854933",141
"43.172142, -76.056249",126
"42.559649, -75.930761",410
"43.192089, -76.192302",132
"43.260450, -75.852580",187
"43.291249, -75.996241",160
"42.573849, -76.202145",471
"42.876725, -75.908639",299
"42.712310, -75.865194",556
"42.479575, -76.267918",381
"43.169352, -75.666823",127
"43.101955, -76.037919",127
"43.022862, -76.411872",203
"42.871851, -75.762082",472
"42.484095, -76.384376",314
"42.847849, -75.977961",411
"43.328996, -76.711915",73
"43.032475, -76.000667",164
"42.492431, -76.359199",325
"43.329276, -76.380655",135
"42.675114, -76.542579",291
"42.762210, -75.763989",497
"42.583670, -76.387923",446
"43.310917, -76.549843",136
"43.353715, -76.149309",145
"42.727973, -76.211042",495
"42.958399, -76.061101",211
"43.093210, -76.485258",123
"42.673617, -76.627152",265
"43.102730, -75.959888",129
"43.645775, -75.981680",353
"42.880541, -76.124474",368
"42.708597, -76.154050",354
"43.112421, -76.189457",123
"43.153084, -76.212402",130
"42.654563, -76.419295",297
"42.589192, -76.056073",508
"42.550304, -76.292002",348
"43.325760, -76.109544",132
"42.963030, -75.948439",313
"42.964845, -76.331113",283
"42.895398, -76.280364",350
"43.258488, -76.614264",141
"43.106266, -76.417239",159
"43.162650, -76.538623",131
"43.465706, -76.244786",111
"43.398646, -76.478779",105
"43.074797, -76.007947",125
"43.009299, -76.707508",116
"42.755585, -76.387278",395
"42.933187, -76.175145",141
"42.837754, -75.861520",454
"43.233564, -75.769068",164
"42.661074, -75.823604",513
"43.438798, -76.457454",111
"43.423243, -76.091802",166
"43.271918, -76.251052",130
"42.967368, -75.684678",399
"43.253687, -76.314375",121
"42.614098, -75.844788",468
"42.899087, -76.014634",515
"43.060381, -76.650274",130
"42.752495, -76.185697",534
"43.554899, -76.137872",134
"43.235788, -76.714793",116
"43.568747, -75.977023",299
"43.646742, -76.116311",133
"43.085645, -76.750191",123
"42.775406, -76.569608",338
"42.913372, -76.785260",135
"42.890839, -76.372620",356
"42.996557, -76.453627",219
"42.674546, -75.776726",525
"43.325990, -76.661306",92
"43.206652, -75.721431",126
"42.696935, -75.951068",564
"42.802964, -76.111618",418
"42.827598, -76.648904",224
"43.185045, -75.714741",128
"43.080092, -75.710999",138
"43.096891, -76.312578",126
"42.916639, -76.883297",144
"43.078935, -76.565379",117
"43.326421, -76.060260",151
"43.043782, -76.150638",126
"43.061111, -76.134924",170
"43.050817, -76.177473",120
"43.005276, -76.142030",127
"43.073465, -76.105806",140
"43.012813, -76.163317",179
"43.078768, -76.145230",147
"43.068502, -76.224251",120
"43.031057, -76.127249",191
"43.103572, -76.119484",136
"43.129697, -76.130154",128
"43.038709, -76.075591",176
"42.980793, -76.223386",317
"43.041266, -76.224195",157
"43.037162, -76.102900",180
"43.069136, -76.173017",135
"43.416050, -75.218175",371
"43.498115, -75.965068",230
"43.367414, -75.468212",342
"43.243880, -75.160287",228
"43.892289, -75.421171",258
"43.251266, -75.657668",144
"43.452005, -75.355443",449
"42.889620, -75.571545",431
"43.691839, -75.204374",439
"42.880221, -75.272902",440
"42.816533, -75.319104",429
"42.744144, -75.143611",488
"43.418917, -75.739740",292
"42.854101, -74.590839",207
"42.921536, -75.260063",489
"43.026436, -75.266925",218
"42.777805, -74.740798",559
"43.087796, -75.370637",172
"42.954345, -75.201657",456
"43.039981, -75.379353",205
"43.320641, -74.961602",427
"43.576282, -75.527857",531
"42.722511, -74.895371",525
"43.972929, -75.262309",414
"42.985096, -75.429027",237
"43.107462, -74.708431",321
"43.866299, -74.880901",651
"42.764159, -75.581736",419
"42.836995, -74.818644",433
"42.827039, -75.656427",492
"42.702260, -75.248224",394
"42.757804, -74.999545",542
"43.528032, -74.987121",570
"42.936895, -74.658658",177
"43.061642, -75.128570",325
"43.036086, -75.396891",187
"42.654143, -75.195234",490
"43.751239, -75.311500",391
"43.687108, -75.321254",389
"42.818442, -75.544331",337
"42.709982, -75.066926",470
"43.061009, -75.000439",248
"43.313337, -75.116208",373
"43.447279, -74.694629",717
"43.265093, -75.268497",307
"42.809841, -75.430434",508
"42.971061, -75.081209",393
"43.721790, -74.714836",670
"42.904352, -74.867560",498
"42.982178, -75.522003",370
"43.324528, -75.513109",290
"42.804977, -75.261071",448
"43.125689, -74.853291",409
"43.757731, -75.532709",448
"43.638483, -75.286787",369
"42.892429, -75.500629",467
"43.164533, -75.267645",224
"43.736385, -75.471758",377
"43.134514, -74.924889",338
"42.968801, -74.950576",307
"42.922949, -75.676749",456
"42.976475, -75.595112",210
"42.931043, -74.612591",110
"42.633789, -75.306457",337
"43.060413, -75.279398",178
"42.596494, -75.198473",399
"43.187371, -74.970659",326
"43.100974, -75.293788",149
"42.845704, -75.380460",493
"43.717768, -74.984147",531
"43.061915, -75.660092",213
"43.152367, -75.365215",201
"42.964793, -75.487060",336
"42.915086, -74.546249",199
"43.209082, -75.073328",288
"43.594911, -75.248869",402
"43.304981, -75.150772",355
"43.811023, -74.666226",545
"43.580307, -75.803859",393
"43.354138, -75.159613",412
"42.857316, -74.995275",408
"43.215771, -75.461779",141
"43.226377, -75.408248",145
"42.701927, -74.810297",381
"43.043056, -74.630470",344
"43.219834, -74.757687",594
"43.000029, -75.255495",260
"42.775008, -74.588678",447
"42.687707, -75.442290",523
"43.070467, -75.599126",150
"42.687973, -75.615788",541
"42.848030, -74.851887",464
"43.214828, -75.302367",158
"43.209569, -74.609995",543
"43.357597, -75.577397",299
"43.697411, -75.067862",611
"43.646449, -75.443434",562
"42.893741, -74.830529",366
"43.087503, -75.509514",197
"43.032894, -75.512948",242
"43.144012, -75.581897",141
"42.917854, -75.363169",404
"43.397335, -75.826061",160
"42.866325, -75.659190",482
"42.787528, -75.315224",496
"43.345147, -75.344599",266
"42.688638, -74.750589",587
"43.460774, -75.552463",482
"43.110080, -75.426511",184
"42.864135, -75.168133",454
"43.114604, -75.337680",193
"43.432843, -75.897509",185
"43.532529, -75.141288",442
"43.110890, -75.277497",138
"43.081283, -75.225833",169
"43.141264, -75.154707",316
"43.968892, -75.906501",151
"44.065388, -75.784305",168
"44.035974, -75.793813",171
"43.807410, -76.050358",167
"43.872576, -76.014735",162
"44.298548, -75.936006",102
"44.260940, -75.613698",153
"43.985237, -75.769370",286
"44.870613, -74.750443",77
"44.530889, -75.691170",110
"44.047775, -75.984057",131
"44.030078, -75.857573",156
"44.580531, -75.142767",109
"44.114766, -76.290981",82
"43.978952, -75.600977",225
"43.908782, -75.448325",268
"44.834246, -75.080093",84
"44.100667, -76.106996",90
"44.449786, -75.752462",85
"44.209480, -76.093055",111
"44.538101, -74.928377",264
"43.830086, -75.734774",471
"44.030542, -75.682394",211
"44.498619, -75.311532",130
"44.497430, -75.455993",98
"44.011290, -76.073698",73
"44.286952, -75.281419",226
"43.743443, -76.116550",122
"44.106202, -75.818322",139
"44.019072, -75.741692",203
"44.263676, -75.150529",372
"44.303561, -76.028103",104
"44.273801, -76.003351",80
"44.335388, -75.455879",132
"44.031812, -75.717094",197
"44.446082, -75.674198",83
"44.605875, -74.980580",192
"44.150217, -75.318000",247
"43.811310, -76.216097",82
"43.866158, -76.176966",127
"44.432661, -75.186773",247
"44.577138, -75.436852",101
"44.981859, -74.650150",47
"44.192383, -75.955933",119
"44.747782, -75.271203",105
"43.738005, -75.863380",442
"44.773868, -75.160958",97
"43.709620, -76.098396",139
"44.932334, -74.883932",48
"44.584013, -75.645460",89
"44.048460, -75.434366",256
"44.218485, -74.926076",493
"44.837267, -74.960097",77
"44.754820, -74.986306",111
"44.672777, -75.482342",78
"44.167379, -75.116735",525
"44.470543, -74.660706",451
"44.164347, -75.718028",150
"43.738561, -76.048180",194
"44.281718, -75.846286",110
"44.654960, -74.926222",153
"44.512429, -75.179673",150
"44.813766, -74.992918",75
"44.319891, -75.770605",83
"44.595988, -75.323398",98
"44.428054, -75.373151",142
"43.843312, -75.901905",290
"44.356596, -75.013141",356
"43.925469, -76.085527",115
"44.439018, -74.838177",408
"44.097456, -75.007653",518
"44.231562, -75.770537",139
"44.288793, -76.026292",87
"43.985747, -76.246105",88
"44.868927, -75.134242",76
"44.102929, -74.922258",546
"44.694741, -74.888048",143
"44.754714, -74.810347",112
"42.223737, -75.532187",346
"42.129650, -74.787822",609
"42.049447, -76.167535",269
"42.301697, -75.478883",302
"42.069955, -76.409653",407
"42.324084, -76.202038",427
"42.349124, -74.789149",591
"42.273812, -74.756997",672
"42.211894, -76.338222",331
"42.243494, -75.907999",364
"42.268926, -75.884667",280
"42.042579, -75.822521",376
"42.471013, -74.857905",376
"42.454448, -74.901809",380
"42.190557, -74.897015",600
"42.306960, -74.926915",593
"42.088461, -75.447935",548
"42.055241, -74.966920",650
"42.004099, -75.100670",605
"42.410607, -74.891229",700
"42.133332, -76.084622",352
"41.960129, -75.149396",582
"42.327909, -75.134022",594
"42.470423, -75.331951",409
"42.258166, -75.989587",396
"42.359214, -75.759499",440
"42.422485, -75.476583",466
"42.169629, -74.991301",525
"41.993662, -75.266006",348
"42.426878, -76.221343",358
"42.440980, -74.693941",539
"42.212627, -75.671949",465
"42.339013, -74.666282",776
"42.165361, -76.001942",401
"42.393238, -76.013720",300
"42.056638, -75.778938",470
"42.557188, -75.132130",518
"42.333665, -76.040401",395
"42.505085, -75.776970",489
"42.242134, -76.041266",310
"42.456883, -76.067124",397
"42.225702, -75.384220",532
"42.379101, -74.957234",656
"42.607470, -74.988238",485
"42.525233, -75.262200",331
"42.403814, -75.395541",342
"42.606817, -75.108363",500
"42.234926, -76.164054",425
"42.030060, -76.354752",237
"42.163707, -75.551328",479
"42.547866, -75.530855",370
"42.483456, -75.036874",497
"42.435577, -75.204553",519
"42.099820, -75.638796",280
"42.117827, -76.249166",354
"42.437694, -75.627357",337
"42.658130, -75.672216",455
"42.198205, -75.768632",450
"42.530981, -74.965895",349
"42.383214, -76.178996",455
"42.285099, -75.388127",526
"42.262039, -75.252051",561
"42.406990, -75.842161",451
"42.376700, -74.723609",637
"42.503033, -75.382469",434
"42.608179, -75.668317",492
"42.053431, -76.354924",257
"42.363723, -75.054746",607
"42.186107, -75.291002",539
"42.350096, -75.309317",466
"42.049395, -76.017594",429
"42.171041, -75.183316",595
"42.372464, -75.245243",363
"42.453131, -74.932972",447
"42.508540, -75.151092",507
"42.330958, -75.931008",450
"42.455495, -75.898915",445
"42.271760, -76.388557",453
"42.032061, -75.615617",275
"42.183203, -75.876048",260
"42.088824, -75.968883",294
"42.041870, -75.889077",452
"42.134123, -75.820206",432
"42.170436, -75.943434",401
"43.036573, -78.510831",202
"42.891371, -78.503687",266
"42.920586, -78.250065",293
"42.633130, -79.021745",218
"43.312726, -78.623166",111
"42.593154, -78.397461",521
"42.830674, -78.299709",356
"43.332173, -78.532622",105
"43.086290, -78.397746",203
"42.996190, -78.213412",279
"42.581363, -78.245468",519
"42.622205, -78.727034",311
"42.942356, -78.687965",217
"43.318040, -78.717617",97
"42.564386, -78.507624",445
"42.983128, -78.614258",233
"43.046729, -78.630773",180
"42.654382, -78.692124",379
"42.500569, -78.865375",337
"42.490778, -78.848389",348
"42.973851, -78.389527",268
"42.802789, -78.453328",407
"42.851480, -78.173096",348
"42.890873, -78.376631",345
"42.398835, -78.971581",415
"42.475564, -78.488807",460
"42.901971, -78.703418",200
"42.687367, -78.986636",216
"42.484359, -79.317005",192
"43.042842, -78.699413",179
"42.772531, -78.584321",313
"42.919587, -78.126802",307
"42.562879, -78.600126",541
"42.646574, -78.874782",313
"43.102049, -78.168857",211
"42.833552, -78.634046",241
"42.450155, -78.296467",583
"42.593878, -79.079302",189
"42.438404, -79.143107",480
"42.408690, -79.331304",327
"42.484905, -78.312811",577
"42.629054, -78.185536",545
"43.213204, -78.568403",129
"43.027386, -78.756666",184
"42.615234, -78.642935",447
"42.419658, -78.917725",342
"43.017901, -78.962657",186
"42.712657, -78.834708",249
"42.648324, -78.548308",327
"42.563203, -79.067834",212
"42.656563, -78.385184",472
"42.717882, -78.921629",222
"42.909063, -78.629256",222
"42.538233, -78.893008",343
"43.173220, -78.993074",185
"43.157758, -78.701995",184
"43.334373, -78.380616",93
"42.392651, -78.538203",533
"42.837026, -78.557725",259
"43.211161, -78.376770",167
"43.199166, -78.483903",175
"43.263343, -78.726950",112
"43.137952, -79.034134",185
"42.580255, -78.904691",352
"42.697963, -78.939953",219
"42.671576, -78.339931",488
"43.079317, -78.842654",178
"43.084919, -78.274609",204
"43.335882, -78.728636",78
"42.752803, -78.739697",279
"42.481182, -79.017384",353
"42.555981, -78.147652",481
"43.238603, -78.899823",98
"43.149330, -78.877732",193
"42.527686, -78.523981",430
"42.487694, -79.240900",227
"42.517379, -79.174812",228
"42.379512, -79.036656",400
"42.718405, -78.541402",345
"42.524967, -78.712076",423
"42.972268, -78.064247",279
"42.729606, -78.434328",388
"42.998084, -78.878256",186
"42.748523, -78.322954",484
"42.520385, -78.990541",223
"42.766144, -78.523698",288
"42.700245, -78.674307",336
"42.424674, -78.649832",551
"43.272672, -78.812943",106
"42.525971, -78.473102",437
"43.249139, -78.998325",95
"42.896060, -78.886424",187
"42.881489, -78.877477",199
"42.868914, -78.869693",176
"42.882138, -78.861325",185
"42.880078, -78.810469",187
"42.951932, -78.898883",185
"42.915890, -78.853098",190
"42.913960, -78.866027",200
"42.862657, -78.828768",180
"42.906731, -78.819891",201
"42.894211, -78.820173",188
"42.918097, -78.892406",191
"42.939640, -78.840689",198
"42.935288, -78.810645",201
"42.949615, -78.861119",188
"42.971876, -78.876869",185
"42.819372, -78.830952",178
"42.788675, -78.826431",192
"42.845738, -78.822076",182
"42.984481, -78.722761",192
"42.919826, -78.876923",195
"42.973452, -78.846201",183
"42.837759, -78.747821",202
"42.928949, -78.750273",204
"42.971014, -78.796455",187
"42.886872, -78.730832",198
"43.044371, -78.777335",180
"43.007693, -78.791436",191
"43.095821, -79.040408",178
"43.093896, -79.049193",189
"43.084975, -79.038402",177
"43.099407, -78.951983",177
"43.122831, -79.023218",184
"43.235972, -78.216477",173
"42.890961, -77.743757",220
"42.755495, -77.017084",240
"43.082693, -77.980115",195
"42.604430, -77.216428",453
"43.211739, -77.934564",170
"43.084761, -78.066965",186
